    1.0000   -1.0000   86.9796
    0.97014   -0.97014   89.26086
    0.83205   -0.83205   88.37968
    0.55470   -0.55470   86.85606
    0.24254   -0.24254   84.03639
    0.00000    0.00000   80.76857

    0.72761   -1.21268   85.95021
    0.69631   -1.16052   86.71253
    0.56583   -0.94304   86.71802
    0.35052   -0.58421   86.97003
    0.14691   -0.24485   83.84169
    0.00000    0.00000   80.76857

    0.27735   -1.38675   83.75889
    0.26205   -1.31024   83.92396
    0.20365   -1.01827   85.83096
    0.12017   -0.60084   86.37621
    0.049207   -0.246034   83.607841
    0.00000    0.00000   80.76857

   -0.27735   -1.38675   81.68255
   -0.26205   -1.31024   82.44076
   -0.20365   -1.01827   84.21017
   -0.12017   -0.60084   85.65338
   -0.049207   -0.246034   83.114040
    0.00000    0.00000   80.76857

   -0.72761   -1.21268   81.55602
   -0.69631   -1.16052   82.23702
   -0.56583   -0.94304   81.73297
   -0.35052   -0.58421   83.77389
   -0.14691   -0.24485   82.57924
    0.00000    0.00000   80.76857

   -1.0000   -1.0000   80.7454
   -0.97014   -0.97014   81.15095
   -0.83205   -0.83205   81.10684
   -0.55470   -0.55470   81.67432
   -0.24254   -0.24254   82.08353
    0.00000    0.00000   80.76857



   -1.0000    1.0000   86.9796
   -0.97014    0.97014   83.90366
   -0.83205    0.83205   78.31841
   -0.55470    0.55470   71.49822
   -0.24254    0.24254   76.14512
    0.00000    0.00000   80.76857

   -1.21268    0.72761   86.59035
   -1.16052    0.69631   80.88246
   -0.94304    0.56583   75.07152
   -0.58421    0.35052   72.17871
   -0.24485    0.14691   77.46032
    0.00000    0.00000   80.76857

   -1.38675    0.27735   81.82304
   -1.31024    0.26205   77.15531
   -1.01827    0.20365   72.93416
   -0.60084    0.12017   74.79032
   -0.246034    0.049207   78.950100
    0.00000    0.00000   80.76857

   -1.38675   -0.27735   80.29916
   -1.31024   -0.26205   78.36137
   -1.01827   -0.20365   74.67486
   -0.60084   -0.12017   77.18243
   -0.246034   -0.049207   80.103094
    0.00000    0.00000   80.76857

   -1.21268   -0.72761   79.58193
   -1.16052   -0.69631   79.83776
   -0.94304   -0.56583   79.82495
   -0.58421   -0.35052   79.78301
   -0.24485   -0.14691   81.03752
    0.00000    0.00000   80.76857

   -1.0000   -1.0000   80.7454
   -0.97014   -0.97014   81.15095
   -0.83205   -0.83205   81.10684
   -0.55470   -0.55470   81.67432
   -0.24254   -0.24254   82.08353
    0.00000    0.00000   80.76857



    1.0000   -1.0000   86.9796
    0.97014   -0.97014   89.26086
    0.83205   -0.83205   88.37968
    0.55470   -0.55470   86.85606
    0.24254   -0.24254   84.03639
    0.00000    0.00000   80.76857

    1.21268   -0.72761   86.59035
    1.16052   -0.69631   89.12935
    0.94304   -0.56583   86.64860
    0.58421   -0.35052   85.58208
    0.24485   -0.14691   83.26935
    0.00000    0.00000   80.76857

    1.38675   -0.27735   81.82304
    1.31024   -0.26205   84.28066
    1.01827   -0.20365   84.41809
    0.60084   -0.12017   84.59693
    0.246034   -0.049207   82.552015
    0.00000    0.00000   80.76857

    1.38675    0.27735   80.29916
    1.31024    0.26205   81.08784
    1.01827    0.20365   82.28454
    0.60084    0.12017   82.58056
    0.246034    0.049207   81.529579
    0.00000    0.00000   80.76857

    1.21268    0.72761   79.58193
    1.16052    0.69631   80.16099
    0.94304    0.56583   79.78546
    0.58421    0.35052   78.89464
    0.24485    0.14691   80.23461
    0.00000    0.00000   80.76857

    1.0000    1.0000   80.7454
    0.97014    0.97014   80.38072
    0.83205    0.83205   78.97579
    0.55470    0.55470   75.97028
    0.24254    0.24254   78.67145
    0.00000    0.00000   80.76857



   -1.0000    1.0000   86.9796
   -0.97014    0.97014   83.90366
   -0.83205    0.83205   78.31841
   -0.55470    0.55470   71.49822
   -0.24254    0.24254   76.14512
    0.00000    0.00000   80.76857

   -0.72761    1.21268   85.95021
   -0.69631    1.16052   83.01018
   -0.56583    0.94304   77.44359
   -0.35052    0.58421   71.54177
   -0.14691    0.24485   76.53940
    0.00000    0.00000   80.76857

   -0.27735    1.38675   83.75889
   -0.26205    1.31024   80.51832
   -0.20365    1.01827   75.50724
   -0.12017    0.60084   72.05658
   -0.049207    0.246034   77.004499
    0.00000    0.00000   80.76857

    0.27735    1.38675   81.68255
    0.26205    1.31024   78.13645
    0.20365    1.01827   73.96842
    0.12017    0.60084   72.57624
    0.049207    0.246034   77.559491
    0.00000    0.00000   80.76857

    0.72761    1.21268   81.55602
    0.69631    1.16052   79.21758
    0.56583    0.94304   76.36937
    0.35052    0.58421   73.82818
    0.14691    0.24485   78.17684
    0.00000    0.00000   80.76857

    1.0000    1.0000   80.7454
    0.97014    0.97014   80.38072
    0.83205    0.83205   78.97579
    0.55470    0.55470   75.97028
    0.24254    0.24254   78.67145
    0.00000    0.00000   80.76857



